ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48253,Jones County,48253,"Jones County, Texas",928.60495684207,19758,0,7052,91,5917,221,3541,632,311,165,1157,242,2813,319,2620,470,3092,98,3226,88,2364,263,295,127,356,145,8471,62,90,72,950,199,63,45,214,83,6221,168,26.1,4.7,4.7,2.5,19.6,4.0,19.2,2.1,19.3,3.5,15.6,0.5,16.3,0.4,17.4,1.9,5.0,2.1,1.9,0.8,42.9,0.3,1.3,1.0,13.5,2.8,1.0,0.8,3.6,1.4,31.5,0.9,0.5296,0.5217,0.3518,0.6957,0.7036,2.8024,0.6206,0.3597,0.0277,0.664,0.332,0.2688,1.6522,0.0672,0.498,0.498,0.498,0.3518,0.4743,0.087,0.3399,1.0,2.253,0.3715,7.2056,0.3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16449,972,175,2074,168,5603,0,70,45,15,19,0,23,696,185,13,15,16.4,3.0,10.5,0.9,28.4,0.0,0.4,0.2,0.1,0.1,0.0,0.3,3.5,0.9,0.1,0.1
48,Texas,TX,48255,Karnes County,48255,"Karnes County, Texas",747.752036401258,14805,0,5842,50,4359,299,3328,512,273,171,801,201,2477,293,1842,298,2136,118,3048,113,1525,266,418,181,886,263,9956,83,207,107,804,133,340,128,382,150,3687,125,29.7,4.6,5.3,3.3,18.4,4.4,23.9,2.7,16.3,2.6,14.4,0.8,20.6,0.8,13.5,2.3,9.6,4.1,6.3,1.9,67.2,0.6,3.6,1.8,13.8,2.3,7.8,2.9,8.8,3.4,24.9,0.8,0.7115,0.6245,0.2688,0.834,0.415,2.8538,0.6561,0.2727,0.1858,0.3202,0.8656,0.7984,2.4427,0.4822,0.8221,0.8221,0.8221,0.6719,0.4901,0.917,0.9289,0.9842,3.9921,1.0,10.1107,0.8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,14749,995,196,931,150,8318,0,161,141,25,36,4,8,517,180,0,23,22.8,4.2,6.3,1.0,56.2,0.0,1.1,1.0,0.2,0.2,0.0,0.1,3.5,1.2,0.0,0.3
48,Texas,TX,48257,Kaufman County,48257,"Kaufman County, Texas",780.78463818352,149773,0,51145,52,47899,469,27208,2307,3778,575,12155,1068,12948,979,20158,1498,16788,48,42087,0,16217,1116,4496,622,2641,466,66381,226,2089,408,6538,594,2274,438,1542,280,1449,29,18.4,1.6,4.9,0.7,25.4,2.2,13.7,1.0,13.6,1.0,11.2,0.1,28.1,0.0,10.9,0.8,9.4,1.3,1.9,0.3,44.3,0.2,4.1,0.8,12.8,1.2,4.8,0.9,3.2,0.6,1.0,0.0,0.2016,0.5692,0.8142,0.3755,0.1976,2.1581,0.3834,0.0672,0.8696,0.1344,0.8538,0.2688,2.1938,0.3241,0.5415,0.5415,0.5415,0.7036,0.4427,0.7115,0.2451,0.2213,2.3242,0.4032,7.2176,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119074,5677,543,22510,668,37072,0,2232,243,346,152,53,62,3938,727,230,122,11.9,1.1,15.0,0.4,24.8,0.0,1.5,0.2,0.2,0.1,0.0,0.1,2.6,0.5,0.2,0.1
48,Texas,TX,48259,Kendall County,48259,"Kendall County, Texas",662.453584488424,45376,0,18342,40,16763,396,5138,1060,1087,354,3178,509,2373,449,5383,1136,8897,80,10285,13,5174,566,678,214,1482,660,13523,119,1357,318,1068,281,452,260,438,184,568,13,11.5,2.4,4.8,1.6,19.0,3.0,7.5,1.4,12.0,2.5,19.6,0.2,22.7,0.1,11.5,1.3,4.0,1.3,3.4,1.5,29.8,0.3,7.4,1.7,5.8,1.5,2.7,1.5,2.6,1.1,1.3,0.0,0.0356,0.5494,0.332,0.0514,0.1107,1.0791,0.0632,0.6087,0.3715,0.1621,0.1976,0.5494,1.8893,0.1383,0.2688,0.2688,0.2688,0.8498,0.1146,0.2964,0.1542,0.3597,1.7747,0.1897,5.0119,0.0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42375,1273,308,316,229,11365,0,516,252,95,79,67,75,1111,289,53,48,7.6,1.8,0.7,0.5,25.0,0.0,1.1,0.6,0.2,0.2,0.1,0.2,2.4,0.6,0.1,0.1
48,Texas,TX,48261,Kenedy County,48261,"Kenedy County, Texas",1458.561248497986,116,95,93,45,38,32,60,77,0,15,0,30,58,48,21,33,42,39,28,45,29,27,0,21,32,60,114,95,0,21,8,9,0,21,0,15,5,4,51.7,51.1,0.0,54.2,0.0,78.9,66.7,24.6,18.1,18.6,36.2,33.2,24.1,25.1,25.0,26.0,0.0,55.3,36.4,63.3,98.3,15.0,0.0,22.6,8.6,9.3,0.0,55.3,0.0,59.7,4.3,4.9,0.996,0.0,0.0,1.0,0.5968,2.5928,0.5415,0.9881,0.5573,0.9684,0.0,1.0,3.5138,0.9605,1.0,1.0,1.0,0.0,0.2451,0.0,0.0,0.7391,0.9842,0.0316,8.0908,0.5336,1,0,0,1,0,2,1,0,1,0,1,3,1,1,0,0,0,0,0,0,6,640,18,18,0,15,112,95,1,3,1,3,0,15,0,15,0,15,47.4,34.6,0.0,33.4,96.6,3.4,0.9,2.3,0.9,2.5,0.0,33.4,0.0,33.4,0.0,33.4
48,Texas,TX,48263,Kent County,48263,"Kent County, Texas",902.506487133162,635,119,475,80,246,65,53,28,11,15,29,19,52,39,24,19,237,78,152,53,116,60,4,16,2,58,110,164,0,21,69,47,0,21,7,10,63,4,9.2,4.5,5.4,6.7,11.8,7.1,11.5,8.0,4.2,3.5,37.3,10.9,23.9,7.0,20.1,9.4,1.6,6.5,0.3,9.4,17.3,25.6,0.0,4.4,14.5,8.9,0.0,8.5,2.8,4.2,9.9,2.0,0.0158,0.6403,0.0593,0.2292,0.0079,0.9525,0.0356,0.996,0.5336,0.8458,0.0356,0.0395,2.4505,0.4901,0.0593,0.0593,0.0593,0.0,0.5494,0.0,0.1739,0.8893,1.6126,0.1462,5.0749,0.0751,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,555,18,14,6,12,86,58,0,15,0,15,0,15,18,16,0,15,7.3,5.9,0.9,1.8,13.5,8.6,0.0,7.6,0.0,7.6,0.0,7.6,2.8,2.5,0.0,7.6
48,Texas,TX,48265,Kerr County,48265,"Kerr County, Texas",1103.331871367404,52810,0,25246,54,22024,464,11656,1174,815,251,5575,624,3968,630,9383,881,14760,101,9846,124,8321,785,905,222,814,296,17816,270,1075,254,4519,489,646,300,977,288,1946,66,22.9,2.3,3.3,1.0,25.3,2.8,10.3,1.6,18.1,1.7,27.9,0.2,18.6,0.2,16.1,1.5,4.1,1.0,1.6,0.6,33.7,0.5,4.3,1.0,17.9,1.9,2.9,1.4,4.4,1.3,3.7,0.1,0.3794,0.2648,0.8063,0.1502,0.5968,2.1975,0.3953,0.9249,0.087,0.5494,0.2055,0.1897,1.9565,0.1621,0.3241,0.3241,0.3241,0.7194,0.7036,0.3399,0.4743,0.6957,2.9329,0.7194,7.411,0.4071,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51853,2259,360,846,115,14874,0,410,153,50,42,12,22,1387,302,237,132,10.3,1.6,1.6,0.2,28.2,0.0,0.8,0.3,0.1,0.1,0.0,0.1,2.6,0.6,0.4,0.3
48,Texas,TX,48267,Kimble County,48267,"Kimble County, Texas",1250.979761119876,4316,0,2694,139,1715,179,1188,308,16,17,306,100,468,118,766,166,1209,136,830,124,805,182,16,28,53,67,1250,152,38,31,493,126,41,39,72,42,35,40,27.9,7.2,0.8,0.8,17.8,5.5,14.7,3.7,17.9,3.9,28.0,3.1,19.2,2.9,18.8,4.3,0.9,1.6,1.3,1.6,29.0,3.5,1.5,1.1,18.3,4.7,2.3,2.3,4.2,2.4,0.8,0.9,0.6443,0.0356,0.2372,0.4506,0.581,1.9487,0.2964,0.9328,0.1107,0.7391,0.0237,0.1383,1.9446,0.1581,0.249,0.249,0.249,0.4111,0.7312,0.2332,0.4427,0.1462,1.9644,0.2609,6.1067,0.1739,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3704,314,87,62,62,1135,151,0,15,0,15,0,15,53,48,0,15,18.3,4.9,1.4,1.4,26.3,3.5,0.0,1.1,0.0,1.1,0.0,1.1,1.2,1.1,0.0,1.1
48,Texas,TX,48269,King County,48269,"King County, Texas",910.872752992038,216,72,144,31,80,30,87,61,4,8,4,22,34,25,23,28,28,20,51,27,27,22,13,18,15,61,80,95,0,21,30,20,0,21,0,15,0,15,40.3,24.8,4.5,8.1,5.0,27.4,21.3,13.7,10.6,10.8,13.0,9.3,23.6,8.9,12.5,9.7,16.3,21.7,7.4,30.1,37.0,42.2,0.0,14.6,20.8,12.5,0.0,26.3,0.0,41.1,0.0,6.9,0.9328,0.4901,0.0158,0.7668,0.0593,2.2648,0.4269,0.1818,0.4822,0.2411,0.9921,0.8498,2.747,0.6838,0.3715,0.3715,0.3715,0.0,0.83,0.0,0.0,0.0,0.83,0.0119,6.2133,0.1897,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,340,0,15,0,15,71,48,0,15,0,15,0,15,9,14,0,15,0.0,41.1,0.0,20.5,32.9,18.7,0.0,20.5,0.0,20.5,0.0,20.5,4.2,6.6,0.0,20.5
48,Texas,TX,48271,Kinney County,48271,"Kinney County, Texas",1360.532810169398,3157,0,1473,145,1105,153,888,308,26,28,127,81,390,140,400,185,759,185,371,173,1000,331,60,59,191,156,2045,218,25,41,206,103,0,21,34,44,221,8,30.2,10.5,1.9,2.3,11.5,7.2,15.4,6.0,13.6,6.3,24.0,5.9,11.8,5.5,34.0,11.3,5.4,5.3,6.3,5.2,64.8,6.9,1.7,2.8,14.0,7.2,0.0,1.9,3.1,3.8,7.0,0.3,0.7391,0.0988,0.0514,0.502,0.1976,1.5889,0.1739,0.8577,0.0,1.0,0.3913,0.7984,3.0474,0.8458,0.8142,0.8142,0.8142,0.4387,0.498,0.0,0.2292,0.8221,1.988,0.2688,7.4385,0.415,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3095,369,157,0,15,2032,216,0,15,0,15,0,15,13,21,0,15,33.4,12.1,0.0,1.6,64.4,6.9,0.0,1.6,0.0,1.6,0.0,1.6,0.4,0.7,0.0,1.6
48,Texas,TX,48273,Kleberg County,48273,"Kleberg County, Texas",881.305785773288,30860,0,13921,38,11915,435,10922,1247,1057,346,3873,671,3033,449,5240,680,4052,81,7514,176,4303,581,1255,254,659,270,24749,32,1479,401,943,307,993,288,721,255,1732,65,37.6,4.3,7.5,2.4,32.5,5.5,17.6,2.6,17.3,2.2,13.1,0.3,24.3,0.6,14.2,1.9,10.5,2.1,2.3,0.9,80.2,0.1,10.7,2.9,6.8,2.2,8.3,2.4,6.1,2.1,5.6,0.2,0.9012,0.8814,0.9881,0.6166,0.5375,3.9248,0.9368,0.1858,0.5889,0.3636,0.8972,0.3478,2.3833,0.4427,0.917,0.917,0.917,0.9051,0.1462,0.9328,0.7273,0.7787,3.4901,0.9328,10.7152,0.9249,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,2,5,33744,2160,342,886,195,22672,0,403,177,149,101,0,31,593,250,46,48,18.1,2.8,2.9,0.6,73.5,0.0,1.3,0.6,0.5,0.3,0.0,0.2,1.9,0.8,0.1,0.2
48,Texas,TX,48275,Knox County,48275,"Knox County, Texas",850.620780676526,3333,0,1815,15,1248,79,949,172,23,20,249,80,420,71,517,109,621,36,818,19,635,108,57,34,103,77,1461,8,48,58,69,33,17,15,43,22,133,14,29.6,5.4,1.6,1.4,20.0,6.3,18.2,3.0,16.1,3.4,18.6,1.1,24.5,0.6,19.8,3.4,4.6,2.7,3.2,2.4,43.8,0.2,2.6,3.2,3.8,1.8,1.3,1.2,3.4,1.8,4.0,0.4,0.7036,0.0791,0.3874,0.6522,0.3913,2.2136,0.4032,0.5692,0.6008,0.8182,0.2688,0.502,2.759,0.6996,0.5138,0.5138,0.5138,0.585,0.0593,0.1225,0.3043,0.7154,1.7865,0.1937,7.2729,0.3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,211,54,158,72,1164,0,62,73,3,5,0,15,69,36,5,7,16.9,4.4,4.7,2.2,34.9,0.0,1.9,2.2,0.1,0.1,0.0,1.5,2.1,1.1,0.2,0.2
48,Texas,TX,48277,Lamar County,48277,"Lamar County, Texas",907.330682973892,50149,0,22688,101,20122,351,13307,1124,927,241,5147,517,4263,494,9455,900,9684,91,11948,50,9366,693,1791,337,572,200,13863,249,1095,254,1653,305,427,140,1419,253,743,14,26.9,2.3,3.9,1.0,25.6,2.5,12.5,1.5,19.0,1.8,19.3,0.2,23.8,0.1,18.9,1.4,8.9,1.7,1.2,0.4,27.6,0.5,4.9,1.1,7.3,1.3,2.1,0.7,7.1,1.2,1.5,0.0,0.5889,0.3597,0.83,0.2885,0.6838,2.7509,0.6087,0.5968,0.5138,0.7549,0.8182,0.1186,2.8023,0.7391,0.2213,0.2213,0.2213,0.7549,0.166,0.2055,0.8419,0.419,2.3873,0.4269,8.1618,0.5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51452,4695,449,6328,385,4409,0,440,76,365,158,117,180,2164,465,40,41,23.3,2.2,12.6,0.8,8.8,0.0,0.9,0.2,0.7,0.3,0.2,0.4,4.3,0.9,0.1,0.1
48,Texas,TX,48279,Lamb County,48279,"Lamb County, Texas",1016.180922908078,13024,0,5899,23,4632,154,3909,547,158,72,779,167,1920,239,3251,370,2225,64,3574,11,2094,226,466,148,931,255,8143,40,33,27,581,150,242,82,229,100,198,5,30.5,4.3,2.8,1.3,16.8,3.6,23.3,2.9,25.4,2.9,17.1,0.5,27.4,0.1,16.3,1.8,10.1,3.2,7.7,2.1,62.5,0.3,0.6,0.5,9.8,2.5,5.2,1.8,4.9,2.1,1.5,0.0,0.751,0.1937,0.2055,0.8221,0.9328,2.9051,0.6759,0.4743,0.8379,0.581,0.8775,0.8577,3.6284,0.9802,0.7945,0.7945,0.7945,0.2213,0.3123,0.7708,0.5534,0.419,2.2768,0.3874,9.6048,0.7866,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12316,1018,167,429,65,7416,0,54,4,17,17,34,51,188,62,5,8,22.0,3.4,3.3,0.5,56.9,0.0,0.4,0.1,0.1,0.1,0.3,0.4,1.4,0.5,0.0,0.1
48,Texas,TX,48281,Lampasas County,48281,"Lampasas County, Texas",712.528092640692,21829,0,9721,36,7934,310,4686,657,494,180,1947,269,1501,262,2929,410,4476,135,4642,152,4924,501,420,140,197,125,6454,111,154,101,1531,230,191,80,352,131,262,8,21.7,3.0,5.3,1.9,24.5,3.3,9.7,1.7,13.6,1.9,20.5,0.6,21.3,0.7,22.9,2.3,5.3,1.8,0.9,0.6,29.6,0.5,1.6,1.0,15.7,2.4,2.5,1.0,4.4,1.6,1.2,0.0,0.3241,0.6245,0.7589,0.1107,0.1976,2.0158,0.3399,0.6759,0.2411,0.9249,0.3755,0.087,2.3044,0.3992,0.2569,0.2569,0.2569,0.4229,0.6206,0.2648,0.4743,0.3162,2.0988,0.3043,6.6759,0.2806,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,17809,1031,181,874,149,4401,0,235,94,76,73,1,5,840,209,27,24,13.0,2.3,4.0,0.7,20.2,0.0,1.1,0.4,0.3,0.3,0.0,0.1,3.8,1.0,0.1,0.1
48,Texas,TX,48283,La Salle County,48283,"La Salle County, Texas",1486.703414008194,6965,95,2333,265,1688,244,2029,581,96,92,554,190,1685,360,1183,396,1205,231,1549,251,605,222,130,91,555,259,6367,181,9,27,552,198,122,81,43,33,961,65,33.8,9.7,4.2,4.1,32.8,10.2,37.6,6.8,19.7,6.6,17.3,3.3,22.2,3.6,10.1,3.7,7.7,5.3,8.2,3.8,91.4,2.3,0.4,1.2,23.7,7.9,7.3,4.7,2.5,2.1,13.8,0.9,0.8419,0.4308,0.9921,0.9802,0.7194,3.9644,0.9447,0.4941,0.3083,0.087,0.7115,0.8656,2.4665,0.502,0.9644,0.9644,0.9644,0.17,0.8854,0.9051,0.1265,0.9328,3.0198,0.7589,10.4151,0.8933,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,5,6473,449,179,232,103,6090,218,6,15,0,21,0,21,39,41,0,21,26.6,10.3,3.3,1.5,87.4,2.7,0.1,0.2,0.0,0.7,0.0,0.7,0.6,0.6,0.0,0.7
48,Texas,TX,48285,Lavaca County,48285,"Lavaca County, Texas",969.708782323296,20379,0,10468,31,8206,219,4344,649,288,109,1529,247,2063,256,2095,339,4837,107,4806,25,2877,323,397,128,280,136,5756,108,135,86,1507,238,287,89,293,103,450,5,21.9,3.3,3.0,1.1,18.6,3.0,14.7,1.8,10.5,1.7,23.7,0.5,23.6,0.1,14.4,1.6,4.8,1.6,1.5,0.7,28.2,0.5,1.3,0.8,14.4,2.3,3.5,1.1,3.6,1.2,2.2,0.0,0.336,0.2253,0.2806,0.4506,0.0514,1.3439,0.1186,0.834,0.4822,0.3953,0.2925,0.17,2.174,0.2964,0.2372,0.2372,0.2372,0.3518,0.5375,0.5099,0.3399,0.5692,2.3083,0.3913,6.0634,0.1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16491,1625,206,1045,137,4067,0,100,32,0,28,0,28,544,160,0,28,19.8,2.4,5.1,0.7,20.0,0.0,0.5,0.2,0.0,0.2,0.0,0.2,2.7,0.8,0.0,0.2
48,Texas,TX,48287,Lee County,48287,"Lee County, Texas",629.039215473316,17543,0,7886,33,6313,301,4489,757,230,127,1451,351,1673,314,2363,530,3597,187,3763,0,2670,451,349,198,451,234,6674,242,163,130,1789,307,292,188,296,112,434,52,26.2,4.4,2.8,1.5,23.0,5.5,13.5,2.6,13.8,3.1,20.5,1.1,21.5,0.0,15.6,2.6,5.5,3.1,2.7,1.4,38.0,1.4,2.1,1.6,22.7,3.9,4.6,3.0,4.7,1.8,2.5,0.3,0.5415,0.1937,0.6443,0.3597,0.2174,1.9566,0.3004,0.6759,0.2609,0.5099,0.4071,0.4111,2.2649,0.3518,0.3992,0.3992,0.3992,0.5059,0.8577,0.6798,0.5059,0.6008,3.1501,0.8221,7.7708,0.4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168,1217,270,1832,178,4346,0,67,113,29,41,0,23,400,276,0,23,19.3,4.1,10.4,1.0,24.8,0.0,0.4,0.6,0.2,0.2,0.0,0.3,2.3,1.6,0.0,0.3
48,Texas,TX,48289,Leon County,48289,"Leon County, Texas",1073.15584677655,15928,0,8987,18,6397,335,3714,556,335,166,936,205,1730,275,2944,562,3760,83,3574,15,3563,449,327,149,360,141,4019,42,45,32,3500,332,239,96,120,53,89,5,23.4,3.5,5.1,2.5,14.6,3.1,15.4,2.4,18.6,3.5,23.6,0.5,22.4,0.1,22.5,2.8,5.1,2.3,2.4,0.9,25.2,0.3,0.5,0.4,38.9,3.7,3.8,1.5,1.9,0.9,0.6,0.0,0.4071,0.5889,0.1146,0.502,0.6364,2.249,0.4071,0.83,0.3399,0.9209,0.3597,0.3715,2.822,0.751,0.1621,0.1621,0.1621,0.1897,0.996,0.5731,0.0751,0.087,1.9209,0.2372,7.154,0.3518,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,15040,1367,232,1183,81,2493,0,21,21,29,42,0,23,287,95,6,9,21.4,3.7,7.4,0.5,15.7,0.0,0.1,0.1,0.2,0.3,0.0,0.3,1.8,0.6,0.0,0.1
48,Texas,TX,48291,Liberty County,48291,"Liberty County, Texas",1158.352896335022,93523,0,33616,61,28921,602,26178,2271,2514,604,7207,853,12697,838,21417,2133,11765,94,26111,183,14115,1112,1523,331,4896,827,40561,216,911,325,9796,783,1944,402,1330,332,6142,94,30.1,2.6,6.9,1.7,24.9,2.9,21.6,1.4,24.5,2.4,12.6,0.1,27.9,0.2,16.2,1.3,5.3,1.1,5.6,1.0,43.4,0.2,2.7,1.0,29.1,2.3,6.7,1.4,4.6,1.1,6.6,0.1,0.7312,0.8261,0.7905,0.7747,0.9051,4.0276,0.9565,0.1423,0.8617,0.5692,0.3755,0.7747,2.7234,0.668,0.5099,0.5099,0.5099,0.5929,0.9526,0.8854,0.4941,0.8063,3.7313,0.9605,10.9922,0.9486,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,80922,3548,495,7821,455,29709,0,415,153,175,143,21,27,2349,542,71,66,12.3,1.7,8.4,0.5,31.8,0.0,0.4,0.2,0.2,0.2,0.0,0.1,2.5,0.6,0.1,0.1
48,Texas,TX,48293,Limestone County,48293,"Limestone County, Texas",905.42972290436,22222,0,10420,36,8195,258,6717,681,302,98,1956,319,2392,359,4115,527,4576,98,4965,72,3602,350,718,179,588,174,9791,244,114,61,2013,236,390,158,323,116,928,23,31.4,3.2,3.6,1.1,23.9,3.8,15.4,2.3,19.1,2.5,20.6,0.4,22.3,0.3,16.8,1.6,8.8,2.2,2.8,0.8,44.1,1.1,1.1,0.6,19.3,2.3,4.7,1.9,3.9,1.4,4.2,0.1,0.7866,0.3123,0.7233,0.502,0.6917,3.0159,0.7194,0.6917,0.3241,0.6324,0.8103,0.4269,2.8854,0.7747,0.5257,0.5257,0.5257,0.3281,0.7668,0.6957,0.3794,0.7233,2.8933,0.6917,9.3203,0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22280,2468,284,3743,87,5093,0,233,6,80,46,33,43,563,247,46,49,30.1,3.4,16.8,0.4,22.9,0.0,1.0,0.1,0.4,0.2,0.1,0.2,2.5,1.1,0.2,0.2
48,Texas,TX,48295,Lipscomb County,48295,"Lipscomb County, Texas",932.21341207979,3038,0,1507,77,1135,82,668,140,86,40,140,47,279,73,595,121,507,83,889,64,457,75,136,44,224,97,1238,145,0,21,169,57,80,41,49,28,50,16,22.5,4.7,5.9,2.7,12.3,4.0,14.9,3.9,19.9,4.0,16.7,2.7,29.3,2.1,15.3,2.5,12.0,3.8,7.9,3.4,40.8,4.8,0.0,1.4,11.2,3.8,7.0,3.6,4.3,2.5,1.6,0.5,0.3636,0.7352,0.0672,0.4704,0.7352,2.3716,0.4625,0.4387,0.9012,0.4704,0.9368,0.8617,3.6088,0.9763,0.4664,0.4664,0.4664,0.0,0.3518,0.8972,0.4585,0.4427,2.1502,0.3241,8.597,0.6324,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,2874,151,56,12,18,1041,138,0,15,28,22,14,20,143,52,0,15,13.3,4.7,0.4,0.6,34.3,4.5,0.0,1.6,0.9,0.7,0.5,0.6,4.7,1.7,0.0,1.6
48,Texas,TX,48297,Live Oak County,48297,"Live Oak County, Texas",1039.694272158718,11374,0,5957,26,4153,230,3081,535,150,83,807,214,2032,233,1789,341,2418,105,2228,113,1613,260,219,100,372,144,5625,65,126,128,1173,224,187,102,285,131,1507,45,31.2,5.4,3.6,2.0,19.4,5.0,24.6,2.9,18.0,3.4,21.3,0.9,19.6,1.0,16.3,2.6,5.3,2.4,3.5,1.3,49.5,0.6,2.1,2.1,19.7,3.8,4.5,2.4,6.9,3.1,13.2,0.4,0.7747,0.3123,0.3478,0.8498,0.5929,2.8775,0.6601,0.7194,0.1304,0.581,0.3755,0.5771,2.3834,0.4466,0.6403,0.6403,0.6403,0.5059,0.7787,0.668,0.8261,0.9249,3.7036,0.9526,9.6048,0.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10157,1286,230,279,76,4634,0,263,231,0,23,82,122,367,233,0,23,31.0,5.1,2.5,0.7,40.7,0.0,2.3,2.0,0.0,0.4,0.7,1.1,3.2,2.0,0.0,0.4
48,Texas,TX,48299,Llano County,48299,"Llano County, Texas",934.064868467494,21637,0,15388,32,9612,412,4593,609,524,163,2354,344,1447,269,3176,532,8030,96,3449,117,4647,479,409,149,315,154,3388,81,525,191,1773,328,308,103,319,120,219,5,21.5,2.8,6.0,1.8,24.5,3.4,8.5,1.6,14.8,2.5,37.1,0.4,15.9,0.5,21.7,2.2,4.3,1.5,1.5,0.7,15.7,0.4,3.4,1.2,11.5,2.1,3.2,1.1,3.3,1.2,1.0,0.0,0.3083,0.7549,0.7589,0.0751,0.2806,2.1778,0.3874,0.9921,0.0237,0.9051,0.2292,0.17,2.3201,0.4111,0.0198,0.0198,0.0198,0.6443,0.3715,0.4545,0.2727,0.2213,1.9643,0.2569,6.482,0.2411,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,18274,1211,269,133,114,2522,0,101,54,85,74,0,28,450,163,97,88,12.6,2.8,0.6,0.5,11.7,0.0,0.5,0.2,0.4,0.3,0.0,0.2,2.1,0.8,0.4,0.4
