ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48001,Anderson County,48001,"Anderson County, Texas",1062.616344034354,58077,0,20287,71,16899,459,11707,1249,822,249,4150,688,6461,667,7910,885,8569,183,11032,39,7628,774,1317,305,1086,348,25142,383,711,238,3993,426,865,383,1105,369,12619,178,25.7,2.7,3.9,1.1,24.6,4.0,15.2,1.5,17.4,1.9,14.8,0.3,19.0,0.1,16.8,1.7,7.8,1.8,2.0,0.6,43.3,0.7,3.5,1.2,19.7,2.1,5.1,2.3,6.5,2.2,21.7,0.3,0.5099,0.3597,0.7708,0.4941,0.5613,2.6958,0.585,0.2885,0.0988,0.6324,0.7194,0.2885,2.0276,0.1897,0.5059,0.5059,0.5059,0.6601,0.7787,0.7549,0.7787,0.9723,3.9447,0.9881,9.174,0.7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,55632,3011,393,10836,540,10644,0,385,102,415,292,33,52,2704,564,125,101,17.8,2.3,18.7,0.9,18.3,0.0,0.7,0.2,0.7,0.5,0.1,0.1,4.7,1.0,0.2,0.2
48,Texas,TX,48003,Andrews County,48003,"Andrews County, Texas",1500.720658314316,18362,0,6976,18,6603,171,4099,937,259,139,1497,358,2890,443,4533,694,1754,80,5623,46,2173,436,357,163,1389,345,11305,14,172,126,1376,264,365,141,108,81,136,13,22.5,5.1,2.7,1.4,22.7,5.4,26.2,4.0,24.9,3.8,9.6,0.4,30.6,0.3,11.9,2.4,5.4,2.5,8.2,2.0,61.6,0.1,2.5,1.8,19.7,3.8,5.5,2.1,1.6,1.2,0.7,0.1,0.3636,0.1858,0.6206,0.8735,0.9209,2.9644,0.7036,0.0237,0.9368,0.1858,0.3913,0.8656,2.4032,0.4625,0.7787,0.7787,0.7787,0.5692,0.7787,0.7984,0.0514,0.1107,2.3084,0.3953,8.4547,0.6087,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,17159,610,211,417,114,10638,0,87,38,0,23,0,23,151,126,12,22,9.2,3.2,2.3,0.6,57.9,0.0,0.5,0.2,0.0,0.3,0.0,0.3,0.8,0.7,0.1,0.1
48,Texas,TX,48005,Angelina County,48005,"Angelina County, Texas",797.86465166262,86608,0,36619,54,31583,510,25864,1960,2365,431,7797,747,9080,683,15733,1227,14097,59,22010,109,16138,1030,2976,488,2940,531,35256,177,2246,408,6679,753,1258,263,1756,336,3146,40,30.8,2.3,6.0,1.1,24.7,2.3,16.0,1.2,18.6,1.4,16.3,0.1,25.4,0.1,19.1,1.2,9.4,1.5,3.6,0.7,40.7,0.2,6.1,1.1,18.2,2.1,4.0,0.8,5.6,1.1,3.6,0.0,0.7589,0.7549,0.7787,0.5652,0.6364,3.4941,0.8498,0.4111,0.6838,0.7787,0.8538,0.5968,3.3242,0.9249,0.4625,0.4625,0.4625,0.8142,0.7154,0.5968,0.6601,0.6877,3.4742,0.9249,10.755,0.9289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90047,3549,506,10924,737,19893,0,809,127,368,326,0,35,3101,738,161,169,11.2,1.6,12.6,0.9,23.0,0.0,0.9,0.1,0.4,0.4,0.0,0.1,3.6,0.9,0.2,0.2
48,Texas,TX,48007,Aransas County,48007,"Aransas County, Texas",252.068582213698,24048,0,15600,26,11412,504,6251,964,423,249,3083,604,2167,537,3671,767,6646,260,4187,102,4005,668,456,229,171,173,8208,28,821,259,2454,440,582,278,580,280,334,10,26.3,4.1,4.4,2.6,27.0,5.2,11.4,2.8,15.5,3.2,27.6,1.1,17.4,0.4,16.9,2.8,4.0,2.0,0.7,0.8,34.1,0.1,5.3,1.7,15.7,2.8,5.1,2.4,5.1,2.5,1.4,0.0,0.5534,0.4704,0.8854,0.2213,0.3399,2.4704,0.502,0.9209,0.0435,0.6482,0.1976,0.0632,1.8734,0.1304,0.3281,0.3281,0.3281,0.7905,0.6206,0.7549,0.581,0.3874,3.1344,0.8142,7.8063,0.4783,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20570,1207,308,202,170,6951,0,419,309,118,79,0,28,518,265,0,28,10.6,2.6,0.8,0.7,28.9,0.0,1.7,1.3,0.5,0.3,0.0,0.2,2.2,1.1,0.0,0.2
48,Texas,TX,48009,Archer County,48009,"Archer County, Texas",903.288791561482,8649,0,3910,26,3367,121,1618,270,129,58,694,135,533,117,1423,242,1783,39,1962,24,1512,134,154,53,102,80,1110,22,11,24,402,92,56,34,85,40,66,7,18.9,3.1,3.1,1.4,20.6,3.9,8.8,2.0,16.6,2.8,20.6,0.5,22.7,0.3,17.6,1.6,4.6,1.6,1.2,1.0,12.8,0.3,0.3,0.6,10.3,2.4,1.7,1.0,2.5,1.2,0.8,0.1,0.2095,0.249,0.4348,0.087,0.4625,1.4428,0.1502,0.6917,0.3715,0.6877,0.2688,0.1186,2.1383,0.2688,0.0079,0.0079,0.0079,0.1462,0.332,0.1542,0.1265,0.1462,0.9051,0.0198,4.4941,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470,565,102,46,38,745,0,16,21,32,21,0,21,270,56,1,3,16.8,3.0,0.5,0.4,8.6,0.0,0.2,0.2,0.4,0.2,0.0,0.6,3.1,0.6,0.0,0.1
48,Texas,TX,48011,Armstrong County,48011,"Armstrong County, Texas",909.12255880367,1912,145,884,50,725,69,271,115,2,3,121,49,96,57,134,48,549,62,425,68,217,64,35,24,17,61,249,191,0,21,68,31,7,19,0,15,59,7,14.7,6.1,0.2,0.4,16.7,6.6,7.2,4.2,7.3,2.6,28.7,3.2,22.2,2.7,11.7,3.3,4.8,3.3,0.9,3.4,13.0,9.9,0.0,2.4,7.7,3.5,1.0,2.6,0.0,6.7,3.1,0.3,0.0909,0.0277,0.2016,0.0474,0.0158,0.3834,0.0158,0.9447,0.3083,0.1739,0.2925,0.087,1.8064,0.1186,0.0119,0.0119,0.0119,0.0,0.1976,0.087,0.0,0.664,0.9486,0.0237,3.1503,0.0079,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1276,84,46,16,31,180,70,2,3,21,19,0,15,30,18,0,15,11.6,6.4,0.8,1.7,9.4,3.3,0.1,0.2,1.1,1.0,0.0,2.6,1.6,1.0,0.0,2.6
48,Texas,TX,48013,Atascosa County,48013,"Atascosa County, Texas",1219.54166329991,49403,0,18858,46,15920,452,11523,1357,1408,353,3143,478,6130,545,10474,1015,7323,85,13298,101,5760,733,1269,323,2718,643,33940,224,277,182,6383,657,1288,334,882,298,460,14,23.7,2.8,6.4,1.6,19.7,2.9,19.4,1.7,21.4,2.1,14.8,0.2,26.9,0.2,11.8,1.5,7.9,2.0,5.9,1.4,68.7,0.5,1.4,1.0,33.8,3.5,8.1,2.1,5.5,1.8,0.9,0.0,0.4269,0.7826,0.3636,0.7036,0.8103,3.087,0.7312,0.2885,0.7984,0.1818,0.7352,0.7905,2.7944,0.7312,0.8379,0.8379,0.8379,0.3794,0.9802,0.9289,0.6324,0.1818,3.1027,0.8063,9.822,0.8063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,39531,2429,484,472,148,32436,0,255,23,20,24,0,31,720,238,37,54,15.3,3.0,1.0,0.3,65.7,0.0,0.5,0.1,0.0,0.1,0.0,0.1,1.5,0.5,0.1,0.1
48,Texas,TX,48015,Austin County,48015,"Austin County, Texas",646.495319713658,30406,0,13870,37,11913,331,6684,1110,576,185,2689,413,2540,395,4217,680,6070,113,7171,92,3915,587,808,282,995,319,12124,134,223,132,3065,439,677,263,419,142,301,13,22.2,3.7,3.8,1.2,22.6,3.4,12.1,1.9,14.0,2.3,20.0,0.4,23.6,0.3,13.0,1.9,6.8,2.4,3.5,1.1,39.9,0.4,1.6,1.0,22.1,3.2,5.7,2.2,3.5,1.2,1.0,0.0,0.3518,0.3399,0.6047,0.2609,0.2411,1.7984,0.2372,0.6364,0.4822,0.2806,0.581,0.5771,2.5573,0.5613,0.4427,0.4427,0.4427,0.4229,0.8419,0.8103,0.336,0.2213,2.6324,0.5455,7.4308,0.4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31645,2308,302,2625,159,8572,0,147,104,29,39,0,31,640,232,111,104,19.4,2.3,8.6,0.5,28.2,0.0,0.5,0.3,0.1,0.1,0.0,0.2,2.1,0.8,0.4,0.3
48,Texas,TX,48017,Bailey County,48017,"Bailey County, Texas",826.971482595074,6902,0,2456,143,1933,229,1275,439,65,65,288,123,1162,288,2154,625,855,196,1858,131,876,229,240,133,1171,441,4961,197,6,23,232,141,105,91,255,142,184,8,19.1,6.6,2.1,2.1,14.9,6.1,26.8,5.9,32.1,9.3,12.4,2.8,26.9,1.9,13.0,3.4,12.4,6.7,18.5,6.9,71.9,2.9,0.2,0.9,9.4,5.7,5.4,4.7,13.2,7.2,2.7,0.1,0.2253,0.1107,0.1186,0.8854,0.9921,2.3321,0.4466,0.1265,0.7984,0.2806,0.9486,0.9763,3.1304,0.8735,0.8735,0.8735,0.8735,0.1265,0.2885,0.7866,0.9881,0.6285,2.8182,0.6443,9.1542,0.7036,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,1,0,1,4,7380,373,139,16,27,4688,191,92,58,70,60,0,21,95,95,0,21,19.3,6.8,0.2,0.4,67.9,2.8,1.3,0.8,1.0,0.9,0.0,0.7,1.4,1.4,0.0,0.7
48,Texas,TX,48019,Bandera County,48019,"Bandera County, Texas",790.993224098474,21182,0,11463,29,8532,301,4471,725,656,235,1727,304,1307,233,2914,454,5919,46,3550,92,3958,476,289,172,480,248,5492,203,22,38,2983,406,335,153,130,71,472,39,21.5,3.5,6.7,2.3,20.2,3.5,8.0,1.4,13.9,2.2,27.9,0.2,16.8,0.4,18.8,2.3,3.4,2.0,2.3,1.2,25.9,1.0,0.2,0.3,26.0,3.5,3.9,1.8,1.5,0.8,2.2,0.2,0.3083,0.8142,0.4032,0.0672,0.2372,1.8301,0.253,0.9249,0.0316,0.7391,0.1225,0.3478,2.1659,0.2846,0.1779,0.1779,0.1779,0.1265,0.9328,0.581,0.0474,0.5692,2.2569,0.3755,6.4308,0.2292,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,13038,1029,248,197,79,4342,0,100,45,114,82,0,28,606,223,133,115,12.1,2.9,0.9,0.4,20.5,0.0,0.5,0.2,0.5,0.4,0.0,0.2,2.9,1.1,0.6,0.5
48,Texas,TX,48021,Bastrop County,48021,"Bastrop County, Texas",888.227670691202,98435,0,36875,56,33259,671,19619,2391,2064,455,7548,910,10931,1103,18434,2049,15129,80,25138,150,11624,1068,1639,402,4442,811,50928,873,805,356,8983,731,1364,386,973,273,2455,94,20.5,2.5,4.4,0.9,22.7,2.7,16.9,1.7,19.2,2.1,15.4,0.1,25.5,0.2,12.1,1.1,4.9,1.2,4.8,0.9,51.7,0.9,2.2,1.0,24.4,2.0,4.1,1.2,2.9,0.8,2.5,0.1,0.2569,0.4704,0.6206,0.6008,0.6996,2.6483,0.5692,0.3518,0.6917,0.2016,0.3162,0.7075,2.2688,0.3557,0.664,0.664,0.664,0.5296,0.8972,0.6364,0.1976,0.6008,2.8616,0.668,8.4427,0.6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72456,5199,720,6132,455,40570,0,662,164,110,90,0,35,3164,899,290,248,15.6,2.1,6.2,0.5,41.2,0.0,0.7,0.2,0.1,0.1,0.0,0.1,3.2,0.9,0.3,0.3
48,Texas,TX,48023,Baylor County,48023,"Baylor County, Texas",867.48030172818,3475,0,2203,89,1477,97,641,186,17,20,366,129,321,119,554,200,829,90,817,93,800,144,20,30,0,60,687,183,12,24,175,90,53,47,46,39,79,4,18.9,5.5,1.1,1.3,24.8,8.6,13.0,4.7,16.3,5.9,23.9,2.6,23.5,2.7,23.6,4.2,1.4,2.0,0.0,1.8,19.8,5.3,0.5,1.1,7.9,4.0,3.6,3.2,3.1,2.6,2.3,0.1,0.2095,0.0435,0.7866,0.3241,0.415,1.7787,0.2292,0.8419,0.4704,0.9407,0.0316,0.0,2.2846,0.3715,0.083,0.083,0.083,0.1897,0.2095,0.5336,0.2292,0.5771,1.7391,0.1818,5.8854,0.1462,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3242,267,101,51,29,390,125,0,15,7,8,38,41,201,127,0,15,18.1,6.4,1.5,0.8,11.2,3.6,0.0,1.4,0.2,0.2,1.1,1.2,5.8,3.7,0.0,1.4
48,Texas,TX,48025,Bee County,48025,"Bee County, Texas",880.23900370798,30977,0,10591,88,8563,288,7262,1016,710,266,2042,351,4269,440,4094,668,3895,69,6266,121,3623,414,554,222,942,257,21757,102,320,252,1667,326,317,148,431,144,7338,211,30.8,4.3,6.4,2.4,23.8,4.0,19.8,2.0,17.2,2.8,12.6,0.2,20.2,0.4,15.2,1.7,6.5,2.6,3.2,0.9,70.2,0.3,3.0,2.4,15.7,3.1,3.7,1.7,5.0,1.7,23.7,0.7,0.7589,0.7826,0.7115,0.7233,0.5138,3.4901,0.8419,0.1423,0.1739,0.4545,0.5375,0.502,1.8102,0.1225,0.8577,0.8577,0.8577,0.6166,0.6206,0.5455,0.5692,0.9763,3.3282,0.8814,9.4862,0.7747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31022,2090,322,1939,217,18526,0,196,37,79,83,0,31,953,214,64,96,24.4,3.7,6.3,0.7,59.8,0.0,0.6,0.1,0.3,0.3,0.0,0.2,3.1,0.7,0.2,0.3
48,Texas,TX,48027,Bell County,48027,"Bell County, Texas",1053.83016367893,372821,0,148787,182,134495,1042,94197,4449,12681,1117,41316,1687,20915,1385,50538,2733,42044,81,102628,0,51891,2054,14223,1035,7815,927,211867,590,14964,1142,9516,902,5445,728,7846,739,10725,451,26.1,1.2,7.7,0.7,30.7,1.2,9.2,0.6,14.5,0.8,11.3,0.1,27.5,0.0,14.8,0.6,10.5,0.8,2.3,0.3,56.8,0.2,10.1,0.8,6.4,0.6,4.0,0.5,5.8,0.5,2.9,0.1,0.5296,0.8972,0.9526,0.0949,0.2648,2.7391,0.6047,0.087,0.8458,0.4269,0.8972,0.3478,2.6047,0.6008,0.6996,0.6996,0.6996,0.8854,0.1225,0.5968,0.6996,0.6403,2.9446,0.7273,8.988,0.6877,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,373804,14295,1054,80818,1257,97612,0,10534,654,644,169,2410,432,18765,1528,1084,415,10.6,0.8,21.7,0.3,26.2,0.0,2.8,0.2,0.2,0.1,0.6,0.1,5.0,0.4,0.3,0.1
48,Texas,TX,48029,Bexar County,48029,"Bexar County, Texas",1240.3243930285,2014059,0,792583,311,730119,2597,494714,9171,56116,2514,223157,4536,183190,3873,316763,7614,248631,111,505065,0,282499,5137,61259,2344,104694,3935,1488287,1514,138735,3076,21553,1267,33226,1990,46369,1818,34312,492,25.0,0.5,5.5,0.2,30.6,0.6,14.1,0.3,16.0,0.4,12.3,0.1,25.1,0.0,14.3,0.3,8.4,0.3,5.6,0.2,73.9,0.1,17.6,0.4,2.7,0.2,4.5,0.3,6.4,0.2,1.7,0.0,0.4822,0.6561,0.9486,0.4071,0.3874,2.8814,0.664,0.1225,0.6522,0.3794,0.7787,0.7747,2.7075,0.6601,0.8893,0.8893,0.8893,0.9723,0.0198,0.668,0.7668,0.4704,2.8973,0.6957,9.3755,0.7589,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2105712,83803,2749,141156,2067,1229072,0,59390,1314,2676,465,1995,278,47116,2793,6882,1655,11.5,0.4,7.0,0.1,61.0,0.0,2.9,0.1,0.1,0.1,0.1,0.1,2.3,0.1,0.3,0.1
48,Texas,TX,48031,Blanco County,48031,"Blanco County, Texas",709.251510218766,11608,0,6061,22,4836,230,1775,421,224,94,1008,233,856,196,1745,375,2822,76,2055,71,1670,277,145,89,151,149,2961,142,41,39,695,161,91,55,86,64,123,44,15.5,3.7,3.9,1.7,20.8,4.7,9.7,2.2,15.2,3.3,24.3,0.7,17.7,0.6,14.5,2.4,3.0,1.8,1.4,1.3,25.5,1.2,0.6,0.6,11.5,2.7,1.9,1.1,1.8,1.3,1.1,0.4,0.1067,0.3597,0.4545,0.1107,0.3162,1.3478,0.1225,0.8656,0.0593,0.4071,0.087,0.1621,1.5811,0.0553,0.1739,0.1739,0.1739,0.2213,0.3715,0.1818,0.0672,0.2688,1.1106,0.0395,4.2134,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8589,620,196,23,23,2322,0,89,34,21,19,63,66,443,153,0,23,12.8,4.0,0.2,0.2,20.0,0.0,0.8,0.3,0.2,0.2,0.5,0.6,3.8,1.3,0.0,0.4
48,Texas,TX,48033,Borden County,48033,"Borden County, Texas",897.442389131344,686,132,341,45,215,39,18,14,5,6,6,22,24,12,16,14,126,35,235,79,72,25,0,21,3,58,123,177,0,21,43,19,20,15,3,5,0,15,2.6,2.0,1.8,2.1,2.8,10.2,5.5,2.8,2.3,2.0,18.4,6.7,34.3,6.5,10.5,4.3,0.0,9.8,0.5,9.3,17.9,25.6,0.0,6.2,12.6,5.6,9.3,6.8,1.4,2.3,0.0,2.2,0.0,0.087,0.0079,0.004,0.004,0.1029,0.004,0.5534,0.9921,0.1067,0.0,0.0514,1.7036,0.0751,0.0672,0.0672,0.0672,0.0,0.4348,0.9486,0.0435,0.0,1.4269,0.0988,3.3006,0.0119,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,626,26,22,10,15,52,59,0,15,0,15,0,15,61,58,0,15,12.1,9.2,1.5,2.2,7.6,8.1,0.0,7.0,0.0,7.0,0.0,7.0,8.9,8.1,0.0,7.0
48,Texas,TX,48035,Bosque County,48035,"Bosque County, Texas",982.97084818321,18404,0,9317,47,7277,219,4028,532,315,92,1220,197,1635,242,3280,357,4580,62,3849,16,3478,313,257,116,383,140,4503,74,127,72,1761,206,225,85,213,79,351,18,22.3,2.9,3.9,1.1,16.8,2.7,12.3,1.8,18.2,2.0,24.9,0.3,20.9,0.1,19.3,1.7,3.5,1.6,2.2,0.8,24.5,0.4,1.3,0.8,18.9,2.2,3.1,1.2,2.9,1.1,1.9,0.1,0.3597,0.3597,0.2055,0.2688,0.6166,1.8103,0.2411,0.8735,0.2095,0.7984,0.1344,0.3281,2.3439,0.4269,0.1502,0.1502,0.1502,0.3518,0.7589,0.4229,0.1976,0.5178,2.249,0.3597,6.5534,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13738,1449,181,343,58,3613,0,123,8,27,20,0,23,390,99,7,9,19.9,2.3,1.9,0.3,19.6,0.0,0.7,0.1,0.1,0.1,0.0,0.3,2.1,0.5,0.0,0.1
48,Texas,TX,48037,Bowie County,48037,"Bowie County, Texas",884.93884188604,92747,0,39659,83,34486,459,23346,1827,1577,331,9385,782,6283,515,13476,1186,15839,149,21942,0,10961,690,3273,483,932,270,35053,132,2341,408,5389,461,1258,269,2135,299,5789,59,26.8,2.1,4.0,0.8,27.2,2.2,10.0,0.8,15.5,1.4,17.1,0.2,23.7,0.0,12.6,0.8,9.5,1.4,1.1,0.3,37.8,0.1,5.9,1.0,13.6,1.2,3.7,0.8,6.2,0.9,6.2,0.1,0.585,0.4032,0.8893,0.1304,0.3399,2.3478,0.4506,0.4743,0.502,0.2451,0.8617,0.1146,2.1977,0.3281,0.3913,0.3913,0.3913,0.8063,0.4862,0.5455,0.747,0.7905,3.3755,0.8933,8.3123,0.5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102948,7982,595,23294,495,7521,0,1250,118,439,147,104,137,2355,553,90,75,23.1,1.6,25.1,0.5,8.1,0.0,1.3,0.1,0.5,0.2,0.1,0.1,2.5,0.6,0.1,0.1
48,Texas,TX,48039,Brazoria County,48039,"Brazoria County, Texas",1363.273720468054,374600,0,142985,164,127264,1090,51413,3517,8482,1165,26553,1621,27519,1942,48384,2686,45825,11,97090,56,35236,1435,8509,984,12784,1189,211374,562,16734,1263,13353,1076,3881,627,3436,534,12414,267,14.2,1.0,4.6,0.6,20.9,1.3,11.2,0.8,13.4,0.7,12.2,0.1,25.9,0.1,9.7,0.4,6.7,0.8,3.6,0.3,56.4,0.2,11.7,0.9,9.3,0.8,3.0,0.5,2.7,0.4,3.3,0.1,0.083,0.5059,0.4625,0.2055,0.1739,1.4308,0.1423,0.1186,0.7431,0.0672,0.5652,0.5968,2.0909,0.2332,0.6957,0.6957,0.6957,0.9289,0.2806,0.3834,0.1621,0.6798,2.4348,0.4585,6.6522,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,331887,10542,1066,56112,626,119553,0,26256,597,766,221,46,57,7956,990,685,300,8.3,0.8,15.0,0.2,31.9,0.0,7.0,0.2,0.2,0.1,0.0,0.1,2.1,0.3,0.2,0.1
48,Texas,TX,48041,Brazos County,48041,"Brazos County, Texas",586.137945799268,234548,0,97310,119,86289,1012,69232,2825,5455,661,32539,1544,13201,984,28022,1777,22329,70,46789,4,21988,1251,5870,536,7121,849,106851,549,17882,1258,5654,609,2725,442,4765,574,17884,246,31.9,1.3,4.6,0.5,37.7,1.7,10.7,0.8,12.2,0.8,9.5,0.1,19.9,0.1,9.6,0.5,6.8,0.6,3.2,0.4,45.6,0.2,18.3,1.3,5.8,0.6,3.2,0.5,5.5,0.7,7.6,0.1,0.7945,0.5059,1.0,0.1621,0.1225,2.585,0.5336,0.0119,0.1542,0.0632,0.581,0.502,1.3123,0.004,0.5771,0.5771,0.5771,0.9842,0.1146,0.4545,0.6324,0.8419,3.0276,0.7628,7.502,0.4269,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,266210,13703,882,24459,425,61695,0,13702,442,172,70,184,39,5944,759,695,441,15.9,1.0,10.4,0.2,26.3,0.0,5.8,0.2,0.1,0.1,0.1,0.1,2.5,0.3,0.3,0.2
48,Texas,TX,48043,Brewster County,48043,"Brewster County, Texas",6183.760499748296,9454,0,5923,51,4958,221,2153,466,150,90,1155,280,792,213,1113,389,2260,0,1724,0,1141,230,247,161,189,169,4545,163,299,171,1078,278,63,49,304,126,253,19,23.3,5.0,3.0,1.8,23.3,5.6,11.1,2.9,11.9,4.1,23.9,0.0,18.2,0.0,12.2,2.5,5.0,3.2,2.1,1.9,48.1,1.7,5.1,2.9,18.2,4.7,1.3,1.0,6.1,2.5,2.7,0.2,0.3992,0.2253,0.6798,0.1937,0.1067,1.6047,0.1779,0.8419,0.0672,0.2174,0.332,0.3123,1.7708,0.1107,0.6206,0.6206,0.6206,0.7668,0.7154,0.1225,0.7273,0.6285,2.9605,0.7431,6.9566,0.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10528,1002,253,32,33,4304,0,135,153,19,30,0,21,55,53,0,21,20.2,5.0,0.3,0.3,45.5,0.0,1.4,1.6,0.2,0.3,0.0,0.5,0.6,0.6,0.0,0.5
48,Texas,TX,48045,Briscoe County,48045,"Briscoe County, Texas",900.000315267446,1290,167,925,72,581,74,613,179,17,20,139,53,151,74,270,96,388,71,248,116,272,82,5,5,60,72,556,199,1,15,88,35,2,15,23,19,0,15,48.0,12.6,3.3,3.8,23.9,8.6,15.4,7.4,20.9,6.1,30.1,6.6,19.2,7.5,21.1,6.9,0.8,0.9,4.9,5.8,43.1,14.4,0.1,1.6,9.5,3.8,0.3,2.6,4.0,3.1,0.0,1.2,0.9763,0.2648,0.7233,0.502,0.7984,3.2648,0.7708,0.9565,0.1107,0.8814,0.0198,0.7233,2.6917,0.6443,0.502,0.502,0.502,0.1107,0.3043,0.0395,0.3953,0.0,0.8498,0.0158,7.3083,0.3913,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1437,194,63,54,49,454,169,0,15,0,15,0,15,37,40,11,18,33.4,8.8,4.2,3.8,35.2,10.4,0.0,3.8,0.0,3.8,0.0,3.8,2.9,3.1,0.9,1.4
48,Texas,TX,48047,Brooks County,48047,"Brooks County, Texas",943.354141659428,7059,0,3665,282,2652,259,2742,660,63,65,680,238,1467,420,1610,484,1395,223,1577,277,1564,316,45,60,482,184,6474,227,47,66,367,137,46,52,411,159,510,120,41.9,10.0,2.1,2.1,25.6,8.6,29.9,8.4,24.6,7.4,19.8,3.2,22.3,3.9,23.9,4.8,1.7,2.3,7.0,2.7,91.7,3.2,1.3,1.8,10.0,3.7,1.7,2.0,15.5,6.0,7.2,1.7,0.9526,0.1107,0.83,0.9368,0.913,3.7431,0.917,0.6245,0.3241,0.9486,0.0395,0.8379,2.7746,0.7154,0.9723,0.9723,0.9723,0.3518,0.3241,0.1542,1.0,0.8261,2.6562,0.5573,10.1462,0.8577,1,0,0,1,1,3,0,0,1,0,0,1,1,1,0,0,0,1,0,1,6,7451,657,214,44,62,6314,238,0,21,0,21,10,16,106,115,0,21,24.8,7.7,0.6,0.9,89.4,3.4,0.0,0.7,0.0,0.7,0.1,0.2,1.5,1.6,0.0,0.7
