cbg,SVI_Texas,SVI_local,geometry
481130077023,0.04035752979414953,0.03811369509043927,"list(list(c(-96.80404, -96.803938, -96.793218, -96.786662, -96.786727, -96.792185, -96.795386, -96.795462, -96.804172, -96.80404, 32.880114, 32.880112, 32.879867, 32.880032, 32.873466, 32.873497, 32.873405, 32.868459, 32.868493, 32.880114)))"
481130182051,0.9778981581798483,0.9812661498708011,"list(list(c(-96.622354, -96.622171, -96.615678, -96.612456, -96.611592, -96.621562, -96.623157, -96.622354, 32.881003, 32.887228, 32.886709, 32.887784, 32.886853, 32.878839, 32.880209, 32.881003)))"
481130122081,0.9669555796316359,0.9689922480620154,"list(list(c(-96.728648, -96.726605, -96.726053, -96.727604, -96.726726, -96.725211, -96.726051, -96.725, -96.725816, -96.720914, -96.718848, -96.7179, -96.713967, -96.72023, -96.72192, -96.723199, -96.729142, -96.728648, 32.796812, 32.79663, 32.798505, 32.79874, 32.800741, 32.801088, 32.803131, 32.803645, 32.804378, 32.805049, 32.80601, 32.805264, 32.801886, 32.796722, 32.798235, 32.798217, 32.792958, 32.796812)))"
481130010012,0.023185265438786518,0.010981912144702788,"list(list(c(-96.784731, -96.774721, -96.774721, -96.784665, -96.785714, -96.784731, 32.823513, 32.82349, 32.82023, 32.820211, 32.821806, 32.823513)))"
481130181281,0.7009750812567714,0.5426356589147288,"list(list(c(-96.616019, -96.615985, -96.606324, -96.60571, -96.603887, -96.602438, -96.610131, -96.610596, -96.612206, -96.612899, -96.615765, -96.616314, -96.616019, 32.856566, 32.856598, 32.864258, 32.864922, 32.863341, 32.857567, 32.851311, 32.851056, 32.850871, 32.852165, 32.854871, 32.855488, 32.856566)))"
481130097011,0.4126218851570964,0.4024547803617571,"list(list(c(-96.880761, -96.870345, -96.870362, -96.870488, -96.877063, -96.877493, -96.880645, -96.880761, 32.895265, 32.895256, 32.887799, 32.887799, 32.887861, 32.890524, 32.893321, 32.895265)))"
481130127011,0.7769230769230769,0.6815245478036176,"list(list(c(-96.674274, -96.670817, -96.669187, -96.668545, -96.668053, -96.665625, -96.665708, -96.665917, -96.665948, -96.672852, -96.679986, -96.674274, 32.859144, 32.864051, 32.866544, 32.867417, 32.868126, 32.866614, 32.865777, 32.85241, 32.850648, 32.850631, 32.850693, 32.859144)))"
481130130113,0.8265980498374865,0.727390180878553,"list(list(c(-96.700556, -96.700461, -96.70047, -96.691663, -96.6881, -96.687922, -96.689481, -96.690848, -96.69144, -96.691811, -96.693844, -96.69398, -96.694262, -96.69428, -96.700546, -96.700552, -96.700556, 32.881155, 32.884529, 32.885888, 32.880956, 32.878805, 32.878689, 32.878681, 32.878673, 32.874463, 32.874601, 32.874177, 32.875511, 32.876206, 32.878687, 32.878858, 32.878957, 32.881155)))"
481130143081,0.8814734561213434,0.795219638242894,"list(list(c(-96.959072, -96.95906, -96.958293, -96.950348, -96.950467, -96.951295, -96.952241, -96.959085, -96.959072, 32.846469, 32.849037, 32.849876, 32.849893, 32.845956, 32.844316, 32.844209, 32.844223, 32.846469)))"
481130140011,0.7288732394366197,0.6298449612403101,"list(list(c(-96.900125, -96.896878, -96.890901, -96.886266, -96.881713, -96.881548, -96.881637, -96.881655, -96.881551, -96.881765, -96.890856, -96.892207, -96.898114, -96.89807, -96.898322, -96.898624, -96.900125, 32.922838, 32.923941, 32.924025, 32.924563, 32.924518, 32.924517, 32.9152, 32.913677, 32.9112, 32.911158, 32.909095, 32.908842, 32.908161, 32.914393, 32.916812, 32.917952, 32.922838)))"
481130056002,0.9510834236186348,0.958656330749354,"list(list(c(-96.822958, -96.813314, -96.811505, -96.80817, -96.814581, -96.822971, -96.822958, 32.71316, 32.7132, 32.713178, 32.707517, 32.707524, 32.70752, 32.71316)))"
481130003002,0.0405200433369447,0.05490956072351416,"list(list(c(-96.78599, -96.785069, -96.783837, -96.781919, -96.781274, -96.774688, -96.774721, -96.784731, -96.785714, -96.78609, -96.78599, 32.822262, 32.823933, 32.826828, 32.830007, 32.829904, 32.829914, 32.82349, 32.823513, 32.821806, 32.822077, 32.822262)))"
481130078153,0.8619718309859155,0.7861757105943152,"list(list(c(-96.759953, -96.759856, -96.759271, -96.758375, -96.758116, -96.757306, -96.756688, -96.756548, -96.756006, -96.755466, -96.754834, -96.754399, -96.753378, -96.752574, -96.752711, -96.752176, -96.752233, -96.753198, -96.754448, -96.75419, -96.75095, -96.748962, -96.754727, -96.756701, -96.759389, -96.759962, -96.759953, 32.880353, 32.881695, 32.883367, 32.885596, 32.886248, 32.88815, 32.889043, 32.88899, 32.889027, 32.88965, 32.8902, 32.889201, 32.889051, 32.888469, 32.887712, 32.887107, 
32.885508, 32.884219, 32.883727, 32.883246, 32.880674, 32.880411, 32.875639, 32.877405, 32.879633, 32.879728, 32.880353)))"
481130019021,0.004929577464788726,0.003875968992248069,"list(list(c(-96.809525, -96.807608, -96.807684, -96.805313, -96.808021, -96.808883, -96.808965, -96.808966, -96.808951, -96.808675, -96.808675, -96.809525, 32.790738, 32.792299, 32.790107, 32.786817, 32.784208, 32.783307, 32.784231, 32.784391, 32.784644, 32.786749, 32.7872, 32.790738)))"
481130150012,0.890032502708559,0.849483204134367,"list(list(c(-96.929947, -96.928801, -96.925641, -96.925626, -96.92165, -96.921824, -96.924477, -96.925694, -96.926321, -96.929882, -96.929947, 32.808563, 32.808566, 32.807854, 32.808469, 32.808424, 32.801214, 32.801205, 32.801024, 32.800942, 32.800958, 32.808563)))"
481130098031,0.8041170097508126,0.7241602067183462,"list(list(c(-96.883566, -96.877001, -96.865705, -96.864583, -96.864618, -96.86461, -96.865927, -96.867604, -96.871405, -96.876173, -96.87535, -96.875377, -96.879289, -96.880307, -96.883566, 32.880934, 32.880909, 32.880792, 32.878691, 32.876047, 32.875103, 32.875241, 32.875694, 32.875774, 32.875867, 32.873372, 32.866434, 32.8664, 32.870427, 32.880934)))"
481130203002,0.733477789815818,0.646640826873385,"list(list(c(-96.776032, -96.772691, -96.771103, -96.76873, -96.76842, -96.765535, -96.76743, -96.767388, -96.767096, -96.765105, -96.758635, -96.759957, -96.762075, -96.763143, -96.761644, -96.765236, -96.774969, -96.776032, 32.776075, 32.780853, 32.78147, 32.784604, 32.784518, 32.783786, 32.779947, 32.77886, 32.778464, 32.777326, 32.771337, 32.770248, 32.771835, 32.770823, 32.769489, 32.766351, 32.77465, 32.776075)))"
481130190192,0.3071505958829902,0.2900516795865633,"list(list(c(-96.718241, -96.717799, -96.717805, -96.717791, -96.711483, -96.710849, -96.708857, -96.708704, -96.711774, -96.714495, -96.715974, -96.717888, -96.718241, 32.910764, 32.914221, 32.91632, 32.916803, 32.916798, 32.917149, 32.910316, 32.909146, 32.909176, 32.909192, 32.909515, 32.909548, 32.910764)))"
481130079101,0.3828819068255688,0.3133074935400517,"list(list(c(-96.765368, -96.763601, -96.762029, -96.760827, -96.762113, -96.764387, -96.765172, -96.765368, 32.856111, 32.856094, 32.855928, 32.855801, 32.853678, 32.853487, 32.85497, 32.856111)))"
